655840020083920896	43.7508284	-87.71453	3210_2215
654558468704079872	-30.559482	22.937506	1427_4871
654593682935533568	-26.1000583	28.0640119	1534_4994
654962513021419520	-26.2041028	28.0473051	1531_4993
654618909417578496	-26.2041028	28.0473051	1531_4993
654932448732708864	-26.1075663	28.0567007	1533_4993
651037644193955844	14.5912568	120.9864225	2510_7224
654372229266997248	-30.559482	22.937506	1427_4871
654338961909919745	-26.2041028	28.0473051	1531_4993
654597071434084352	-26.2041028	28.0473051	1531_4993
654567415594901507	-30.559482	22.937506	1427_4871
652788927162482688	33.8752935	-117.5664384	2973_1498
649984503365169155	38.1008212	-103.1518747	3074_1844
654417669475684352	-26.2041028	28.0473051	1531_4993
654612656729358336	30.2067515	-97.8157624	2885_1972
654698230182055936	-26.1000583	28.0640119	1534_4994
652619560885989376	-40.900557	174.885971	1178_8517
654382986452824064	-26.1000583	28.0640119	1534_4994
652814798657183744	-40.900557	174.885971	1178_8517
657573057389727744	30.3321838	-81.655651	2888_2360
654676801864601600	-26.2041028	28.0473051	1531_4993
656104812862271488	45.2917252	-122.7694853	3247_1374
654710730122375168	-26.2041028	28.0473051	1531_4993
654353511849660416	-26.2041028	28.0473051	1531_4993
654354001618583552	-26.2041028	28.0473051	1531_4993
659324186977017856	-26.1075663	28.0567007	1533_4993
649920553223127041	53.0821722	-2.7433262	3434_4254
654355583508676608	-30.559482	22.937506	1427_4871
654312839721709569	33.7017634	-96.6169964	2969_2001
654360227408572416	-26.2041028	28.0473051	1531_4993
650737899084886020	34.0258904	-81.0444135	2977_2375
655893207574822912	-26.2041028	28.0473051	1531_4993
654359351830839296	-26.2041028	28.0473051	1531_4993
656092477993144321	40.8022234	-73.3295535	3139_2560
654689541773660161	36.778261	-119.4179324	3043_1454
653661240741502976	-40.900557	174.885971	1178_8517
652964814503870464	33.8752935	-117.5664384	2973_1498
654873861754851328	31.549333	-97.1466695	2917_1988
655091048566407169	-26.1075663	28.0567007	1533_4993
652613917299077120	-40.900557	174.885971	1178_8517
655433710679007232	40.0709815	-82.2597951	3122_2346
654350585651572736	-26.2041028	28.0473051	1531_4993
654659822428663810	-26.2041028	28.0473051	1531_4993
654353603222638592	-30.559482	22.937506	1427_4871
658676065137750016	7.2712615	80.6053034	2335_6255
656501515436343296	47.1770457	-122.1865056	3292_1388
655046825536192512	-40.900557	174.885971	1178_8517
655070804061782016	-29.8586804	31.0218404	1443_5065
652929737929527296	36.778261	-119.4179324	3043_1454
652624720911802368	-40.900557	174.885971	1178_8517
654366238018170880	-30.559482	22.937506	1427_4871
652883846766051329	33.8752935	-117.5664384	2973_1498
651789293615190016	56.0012966	-3.4040035	3504_4238
657297591244197888	47.6472314	-122.3473592	3304_1384
654560592829747200	-26.2041028	28.0473051	1531_4993
655746694999638017	35.86166	104.195397	3021_6821
654352864840679424	-26.1075663	28.0567007	1533_4993
655090469467234304	None	None	None
654654638323470338	-30.559482	22.937506	1427_4871
654411299187781632	-26.1075663	28.0567007	1533_4993
654368223433912320	-30.559482	22.937506	1427_4871
654352801355665408	-26.2041028	28.0473051	1531_4993
654631177882607616	-26.2041028	28.0473051	1531_4993
654350503195766785	-30.559482	22.937506	1427_4871
654373746027835392	-26.1000583	28.0640119	1534_4994
651064769282240512	49.2066034	-122.8914548	3341_1371
652734744568819713	41.4644976	-87.2584203	3155_2226
654362790149419012	-26.2041028	28.0473051	1531_4993
652262223943979008	-40.900557	174.885971	1178_8517
655445347691532288	-26.2041028	28.0473051	1531_4993
659356881807261696	50.7122348	-1.9932718	3377_4272
654360793367080960	-30.559482	22.937506	1427_4871
652894862648459264	33.8752935	-117.5664384	2973_1498
654616416096808960	-26.2041028	28.0473051	1531_4993
655998630898208768	-26.1075663	28.0567007	1533_4993
654424189319954432	53.5395682	-9.2296728	3445_4098
654655366874075136	9.3250497	12.4380581	2384_4619
653590486624661504	44.977753	-93.2650108	3239_2082
654409906750029824	-26.2041028	28.0473051	1531_4993
650829441803816960	None	None	None
654340815020404736	-30.559482	22.937506	1427_4871
654361732740026368	-30.559482	22.937506	1427_4871
654655979288555521	-26.2041028	28.0473051	1531_4993
654352107290542080	-30.559482	22.937506	1427_4871
652973519056191488	-40.900557	174.885971	1178_8517
654561717305896960	-26.2041028	28.0473051	1531_4993
658094453563879424	37.9350579	-122.4445017	3070_1381
652902860091293696	-40.900557	174.885971	1178_8517
654349871973994496	-26.2041028	28.0473051	1531_4993
652606222021955584	-40.900557	174.885971	1178_8517
652301901577457664	43.2272182	-79.7195586	3197_2407
652653955500011521	-40.900557	174.885971	1178_8517
654727202685124609	-30.559482	22.937506	1427_4871
654354821265403904	-30.559482	22.937506	1427_4871
658632152888836098	34.015856	71.9754516	2976_6047
654351285651533824	-26.2041028	28.0473051	1531_4993
654390358864859136	-26.2041028	28.0473051	1531_4993
654356240110342144	-26.1000583	28.0640119	1534_4994
651809854563160064	33.836081	-81.1637245	2972_2372
654373434336514050	-30.559482	22.937506	1427_4871
657563372922216452	52.3815216	-8.7065013	3417_4111
654355868805296129	-30.559482	22.937506	1427_4871
653187766675636225	-40.900557	174.885971	1178_8517
